#Sample,Regressor_0_USD,Regressor_1_GBP,Regressor_2_EUR-EURIBOR-3M,Regressor_3_USD-LIBOR-3M,Regressor_4_GBP-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
4502,0.909337,1.207482,-0.001407,0.014403,0.008095,2801571.694100,0.000000,3123367.199325,3125613.409752,-1468943.927946,3046376.959391
4503,0.909343,1.194306,-0.002922,0.006519,0.009162,3069824.950564,0.000000,3123367.199325,3125613.409752,820101.541883,3046376.959391
4504,0.909355,1.259419,0.000530,0.008003,0.007807,3185280.054561,0.000000,3123367.199325,3125613.409752,-2513336.095492,3046376.959391
4505,0.909374,1.213637,-0.001475,0.005513,0.001517,3249667.273264,0.000000,3123367.199325,3125613.409752,-1221907.537034,3046376.959391
4506,0.909405,1.211549,-0.000940,0.008017,0.006521,3111063.484238,0.000000,3123367.199325,3125613.409752,838193.002911,3046376.959391
4507,0.909428,1.227897,0.002150,0.007559,0.008828,3208678.414546,0.000000,3123367.199325,3125613.409752,-1022125.357515,3046376.959391
4508,0.909459,1.222192,-0.003418,0.008749,0.003941,3046457.854116,0.000000,3123367.199325,3125613.409752,-246847.544602,3046376.959391
4509,0.909567,1.198195,0.004799,0.011855,0.008750,3084441.380373,0.000000,3123367.199325,3125613.409752,-984112.554524,3046376.959391
4510,0.909589,1.187029,-0.002013,0.006586,0.007906,3100130.384282,0.000000,3123367.199325,3125613.409752,-387791.261107,3046376.959391
4511,0.909600,1.283809,-0.000687,0.009196,0.003007,3176106.319976,0.000000,3123367.199325,3125613.409752,1713515.790756,3046376.959391
4512,0.909608,1.265516,0.001885,0.007805,0.009945,3214828.977800,0.000000,3123367.199325,3125613.409752,1265548.032099,3046376.959391
4513,0.909615,1.251864,-0.002014,0.007449,0.006084,3146056.547596,0.000000,3123367.199325,3125613.409752,-656659.108057,3046376.959391
4514,0.909617,1.266216,-0.000073,0.011520,0.008928,3018816.341490,0.000000,3123367.199325,3125613.409752,593015.575051,3046376.959391
4515,0.909686,1.278824,-0.003816,0.012488,0.011321,2847843.701940,0.000000,3123367.199325,3125613.409752,-273898.155561,3046376.959391
4516,0.909736,1.156265,-0.001938,0.004859,0.006077,3162344.108236,0.000000,3123367.199325,3125613.409752,-464997.076165,3046376.959391
4517,0.909742,1.228841,-0.001414,0.009816,0.002951,3078498.700436,0.000000,3123367.199325,3125613.409752,682321.544377,3046376.959391
4518,0.909778,1.137604,-0.000568,0.005086,0.003512,3201366.412874,0.000000,3123367.199325,3125613.409752,1851685.346094,3046376.959391
4519,0.909782,1.194439,0.002170,0.006694,0.008152,3219473.519880,0.000000,3123367.199325,3125613.409752,-93378.747599,3046376.959391
4520,0.909790,1.174742,0.005083,0.014000,0.009950,2967037.374369,0.000000,3123367.199325,3125613.409752,1147724.444633,3046376.959391
4521,0.909794,1.224794,0.002995,0.008823,0.008843,3179445.781296,0.000000,3123367.199325,3125613.409752,-1274846.891166,3046376.959391
4522,0.909826,1.195747,0.000140,0.007831,0.008152,3117542.538739,0.000000,3123367.199325,3125613.409752,-105849.849029,3046376.959391
4523,0.909841,1.214091,-0.001796,0.007120,0.008224,3107193.132153,0.000000,3123367.199325,3125613.409752,-1572171.213565,3046376.959391
4524,0.909866,1.196677,-0.000038,0.007993,0.007640,3112168.999102,0.000000,3123367.199325,3125613.409752,-551545.924726,3046376.959391
4525,0.909882,1.248564,-0.002446,0.006731,0.007425,3145405.215730,0.000000,3123367.199325,3125613.409752,-1587482.167546,3046376.959391
4526,0.909914,1.249591,-0.001649,0.007522,0.004942,3163453.587478,0.000000,3123367.199325,3125613.409752,1644309.671359,3046376.959391
4527,0.909921,1.270940,-0.002896,0.011276,0.003305,3011192.159182,0.000000,3123367.199325,3125613.409752,-155314.841910,3046376.959391
4528,0.909943,1.223867,0.001031,0.011882,0.009659,2986806.721804,0.000000,3123367.199325,3125613.409752,-866971.859205,3046376.959391
4529,0.909954,1.229611,-0.000338,0.008129,0.004292,3164574.974196,0.000000,3123367.199325,3125613.409752,-2114956.460025,3046376.959391
4530,0.909970,1.174297,-0.001202,0.009967,0.002507,3030385.955451,0.000000,3123367.199325,3125613.409752,1786571.200886,3046376.959391
4531,0.910052,1.252043,0.000469,0.004941,0.004622,3328452.727443,0.000000,3123367.199325,3125613.409752,-308598.987947,3046376.959391
4532,0.910067,1.221343,-0.002411,0.004905,0.004025,3228972.382123,0.000000,3123367.199325,3125613.409752,198521.936801,3046376.959391
4533,0.910078,1.277910,-0.003759,0.007236,0.006338,3126608.910755,0.000000,3123367.199325,3125613.409752,937324.264538,3046376.959391
4534,0.910125,1.216831,-0.001061,0.013143,0.011059,2844366.851955,0.000000,3123367.199325,3125613.409752,-1397781.394692,3046376.959391
4535,0.910162,1.220645,-0.002961,0.003791,0.004062,3256158.723461,0.000000,3123367.199325,3125613.409752,-2861290.652709,3046376.959391
4536,0.910179,1.278873,-0.008473,0.005565,0.002413,3100900.541254,0.000000,3123367.199325,3125613.409752,-528847.505729,3046376.959391
4537,0.910204,1.238625,-0.002122,0.009290,0.008926,3024219.305866,0.000000,3123367.199325,3125613.409752,-1418383.935970,3046376.959391
4538,0.910214,1.237414,-0.002785,0.007085,0.003018,3157351.646178,0.000000,3123367.199325,3125613.409752,-722594.914857,3046376.959391
4539,0.910216,1.201905,-0.002683,0.004977,0.002810,3213124.695337,0.000000,3123367.199325,3125613.409752,-311179.208165,3046376.959391
4540,0.910308,1.308547,-0.002634,0.011120,0.006551,3026975.187536,0.000000,3123367.199325,3125613.409752,1174148.867631,3046376.959391
4541,0.910334,1.257652,0.000261,0.006713,0.005131,3254565.182422,0.000000,3123367.199325,3125613.409752,-1607227.963725,3046376.959391
4542,0.910356,1.202751,-0.001678,0.009824,0.007647,2993765.472929,0.000000,3123367.199325,3125613.409752,-507690.438866,3046376.959391
4543,0.910380,1.181634,-0.000894,0.006373,0.004282,3174189.870237,0.000000,3123367.199325,3125613.409752,-2736742.432303,3046376.959391
4544,0.910426,1.227880,0.002603,0.009716,0.005875,3166641.435275,0.000000,3123367.199325,3125613.409752,-14728.255547,3046376.959391
4545,0.910442,1.273457,0.000331,0.002949,0.009002,3375737.530612,0.000000,3123367.199325,3125613.409752,300048.721843,3046376.959391
4546,0.910466,1.184864,-0.004138,0.009885,0.011971,2848080.030085,0.000000,3123367.199325,3125613.409752,590894.546082,3046376.959391
4547,0.910475,1.239217,-0.001675,0.001564,0.005249,3380917.311643,0.000000,3123367.199325,3125613.409752,-2458920.898324,3046376.959391
4548,0.910505,1.300311,-0.002467,0.009144,0.004220,3130301.098433,0.000000,3123367.199325,3125613.409752,-881244.887119,3046376.959391
4549,0.910531,1.231749,0.003179,0.009586,0.010771,3140577.810469,0.000000,3123367.199325,3125613.409752,-1136647.158138,3046376.959391
4550,0.910534,1.250918,-0.000476,0.008687,0.006325,3136991.643390,0.000000,3123367.199325,3125613.409752,548401.101996,3046376.959391
4551,0.910577,1.272433,0.000511,0.012348,0.009643,2999914.061790,0.000000,3123367.199325,3125613.409752,-1402507.049423,3046376.959391
4552,0.910580,1.189552,-0.000920,0.005870,0.004648,3197029.500802,0.000000,3123367.199325,3125613.409752,-107223.919492,3046376.959391
4553,0.910604,1.241993,0.002856,0.009513,0.004112,3213314.307537,0.000000,3123367.199325,3125613.409752,-1274033.641201,3046376.959391
4554,0.910638,1.179045,0.000559,0.006655,0.007385,3169417.279918,0.000000,3123367.199325,3125613.409752,817763.413535,3046376.959391
4555,0.910677,1.222284,0.000624,0.008362,0.008873,3127742.511285,0.000000,3123367.199325,3125613.409752,2274019.347634,3046376.959391
4556,0.910702,1.240134,-0.001014,0.003632,0.003896,3334842.927387,0.000000,3123367.199325,3125613.409752,-1390272.221593,3046376.959391
4557,0.910709,1.256546,0.003047,0.008223,0.009185,3230617.684276,0.000000,3123367.199325,3125613.409752,-470752.100126,3046376.959391
4558,0.910728,1.222710,-0.000821,0.009303,0.009363,3042060.638760,3125515.282132,3123367.199325,3125613.409752,523319.837142,3046376.959391
4559,0.910740,1.207071,-0.000613,0.004675,0.004366,3271360.148528,0.000000,3123367.199325,3125613.409752,1405324.647299,3046376.959391
4560,0.910780,1.231753,-0.002685,0.003580,0.002308,3299792.964563,3125515.352596,3123367.199325,3125613.409752,205870.164192,3046376.959391
4561,0.910845,1.192470,0.003644,0.010814,0.009637,3078697.309922,0.000000,3123367.199325,3125613.409752,806722.169874,3046376.959391
4562,0.910933,1.267577,0.001912,0.009149,0.007215,3192833.127601,0.000000,3123367.199325,3125613.409752,562615.537266,3046376.959391
4563,0.910936,1.198843,0.000893,0.003571,0.006157,3329479.180135,0.000000,3123367.199325,3125613.409752,-636304.092676,3046376.959391
4564,0.910956,1.262140,0.002720,0.011085,0.006086,3145173.945509,0.000000,3123367.199325,3125613.409752,1840015.162209,3046376.959391
4565,0.910956,1.233531,0.000910,0.010345,0.007320,3082491.355323,0.000000,3123367.199325,3125613.409752,1998855.196168,3046376.959391
4566,0.910986,1.323688,-0.001884,0.004176,0.010415,3300194.297657,0.000000,3123367.199325,3125613.409752,1672260.996463,3046376.959391
4567,0.910989,1.213312,-0.002879,0.008287,0.003655,3076239.577419,0.000000,3123367.199325,3125613.409752,-1011483.450723,3046376.959391
4568,0.910997,1.216312,0.002115,0.007523,0.010613,3180155.561126,0.000000,3123367.199325,3125613.409752,1651716.005497,3046376.959391
4569,0.911010,1.257772,-0.001489,0.008153,0.005812,3141464.624033,0.000000,3123367.199325,3125613.409752,-1219122.514890,3046376.959391
4570,0.911015,1.314445,0.002569,0.008904,0.008651,3249286.566869,0.000000,3123367.199325,3125613.409752,-927180.358023,3046376.959391
4571,0.911033,1.227755,-0.004544,0.008948,0.008273,2962449.298407,0.000000,3123367.199325,3125613.409752,953911.832471,3046376.959391
4572,0.911037,1.252586,0.005517,0.006766,0.008192,3360601.476824,0.000000,3123367.199325,3125613.409752,1692393.034806,3046376.959391
4573,0.911143,1.245542,-0.000393,0.013153,0.010248,2904080.344827,0.000000,3123367.199325,3125613.409752,1357823.686440,3046376.959391
4574,0.911144,1.269543,-0.000652,0.010540,0.006587,3071442.192100,0.000000,3123367.199325,3125613.409752,648067.774986,3046376.959391
4575,0.911153,1.228708,-0.002968,0.007838,0.008692,3052730.396787,0.000000,3123367.199325,3125613.409752,-584098.218014,3046376.959391
4576,0.911199,1.227596,-0.000854,0.012939,0.006086,2928168.528128,0.000000,3123367.199325,3125613.409752,-782708.477382,3046376.959391
4577,0.911200,1.252121,0.000314,0.005286,0.008307,3274296.876826,0.000000,3123367.199325,3125613.409752,-871223.022969,3046376.959391
4578,0.911242,1.200911,0.002770,0.011744,0.008256,3037673.186157,0.000000,3123367.199325,3125613.409752,-476940.491609,3046376.959391
4579,0.911442,1.213943,-0.000026,0.010093,0.004487,3077179.113845,0.000000,3123367.199325,3125613.409752,-307388.425771,3046376.959391
4580,0.911445,1.237427,-0.004426,0.009843,0.008926,2930051.516947,0.000000,3123367.199325,3125613.409752,-454350.686945,3046376.959391
4581,0.911543,1.252866,-0.001431,0.010930,0.007265,3008523.336700,0.000000,3123367.199325,3125613.409752,-1536709.616433,3046376.959391
4582,0.911549,1.240349,-0.001925,0.002495,0.005591,3336931.877440,0.000000,3123367.199325,3125613.409752,-404457.895571,3046376.959391
4583,0.911585,1.281940,-0.003829,0.005780,0.007449,3175566.994761,0.000000,3123367.199325,3125613.409752,-707196.317651,3046376.959391
4584,0.911645,1.259449,-0.003315,0.009339,0.005359,3046337.381127,0.000000,3123367.199325,3125613.409752,-1342562.458219,3046376.959391
4585,0.911648,1.259915,-0.001756,0.007079,0.007380,3162648.541900,0.000000,3123367.199325,3125613.409752,46480.170720,3046376.959391
4586,0.911673,1.251243,-0.001282,0.009813,0.009863,3029791.312140,0.000000,3123367.199325,3125613.409752,-2114559.140823,3046376.959391
4587,0.911692,1.278075,-0.002170,0.006889,0.004397,3206451.733280,0.000000,3123367.199325,3125613.409752,2628729.195134,3046376.959391
4588,0.911758,1.221382,0.003516,0.012202,0.009933,3042495.380252,0.000000,3123367.199325,3125613.409752,-3557104.421194,3046376.959391
4589,0.911803,1.206343,0.000048,0.010051,0.008150,3034114.096827,0.000000,3123367.199325,3125613.409752,-435842.754674,3046376.959391
4590,0.911860,1.230999,-0.001155,0.012286,0.007862,2930632.464865,0.000000,3123367.199325,3125613.409752,-243151.250969,3046376.959391
4591,0.911871,1.229430,-0.002485,0.008221,0.009299,3045334.260650,0.000000,3123367.199325,3125613.409752,544821.944855,3046376.959391
4592,0.911903,1.248437,-0.003263,0.013002,0.004465,2890692.933418,0.000000,3123367.199325,3125613.409752,96250.692707,3046376.959391
4593,0.911921,1.191734,-0.001536,0.009781,0.014098,2916933.218695,0.000000,3123367.199325,3125613.409752,972122.567836,3046376.959391
4594,0.911970,1.244946,0.003158,0.011876,0.008868,3079866.820746,0.000000,3123367.199325,3125613.409752,-598514.327265,3046376.959391
4595,0.911975,1.304000,0.000707,0.008874,0.007445,3201448.624251,0.000000,3123367.199325,3125613.409752,122994.782597,3046376.959391
4596,0.911996,1.226131,0.004741,0.009313,0.016520,3130746.216469,0.000000,3123367.199325,3125613.409752,-913171.325668,3046376.959391
4597,0.912103,1.259142,0.000880,0.005252,0.007103,3309701.871995,0.000000,3123367.199325,3125613.409752,-1196135.392876,3046376.959391
4598,0.912122,1.192921,0.001587,0.008633,0.007196,3134639.451915,0.000000,3123367.199325,3125613.409752,-582231.326597,3046376.959391
4599,0.912130,1.232859,-0.000718,0.008227,0.006215,3133003.846706,0.000000,3123367.199325,3125613.409752,-328124.041067,3046376.959391
4600,0.912165,1.177502,0.000288,0.011421,0.006939,2968413.547819,0.000000,3123367.199325,3125613.409752,238665.000684,3046376.959391
4601,0.912175,1.243248,0.000386,0.007687,0.006051,3197506.300278,0.000000,3123367.199325,3125613.409752,-2697314.983211,3046376.959391
4602,0.912180,1.246298,-0.001014,0.008332,0.010491,3087485.036622,0.000000,3123367.199325,3125613.409752,-18382.284048,3046376.959391
4603,0.912181,1.306238,-0.001794,0.003877,0.004348,3359006.226834,0.000000,3123367.199325,3125613.409752,-174338.397741,3046376.959391
4604,0.912243,1.190648,-0.000135,0.010258,0.008485,3000938.246709,0.000000,3123367.199325,3125613.409752,-2083906.965622,3046376.959391
4605,0.912250,1.205993,-0.001172,0.008043,0.009086,3071008.771100,0.000000,3123367.199325,3125613.409752,-1038947.329607,3046376.959391
4606,0.912270,1.231112,0.003593,0.011104,0.011533,3082414.616109,0.000000,3123367.199325,3125613.409752,-981860.840801,3046376.959391
4607,0.912284,1.248051,0.001499,0.006521,0.009528,3243155.631290,0.000000,3123367.199325,3125613.409752,2243876.211046,3046376.959391
4608,0.912325,1.236229,-0.002782,0.006128,0.005510,3168991.943933,0.000000,3123367.199325,3125613.409752,673199.833217,3046376.959391
4609,0.912332,1.217260,0.008462,0.013827,0.010519,3110270.227964,0.000000,3123367.199325,3125613.409752,-166115.795729,3046376.959391
4610,0.912359,1.244462,-0.001067,0.008667,0.011282,3061887.862869,0.000000,3123367.199325,3125613.409752,-136997.897436,3046376.959391
4611,0.912439,1.241056,-0.000893,0.007773,0.010342,3110456.824210,0.000000,3123367.199325,3125613.409752,-146175.869670,3046376.959391
4612,0.912442,1.255113,-0.002587,0.010031,0.007463,3011981.073920,0.000000,3123367.199325,3125613.409752,800025.325115,3046376.959391
4613,0.912489,1.246166,0.004268,0.013708,0.007332,3054697.548635,0.000000,3123367.199325,3125613.409752,-1421714.412586,3046376.959391
4614,0.912543,1.243267,0.000811,0.007738,0.003791,3230755.669273,0.000000,3123367.199325,3125613.409752,-605389.560960,3046376.959391
4615,0.912547,1.249549,-0.002306,0.008233,0.009997,3062271.620615,0.000000,3123367.199325,3125613.409752,1097961.826117,3046376.959391
4616,0.912575,1.271506,-0.003386,0.005029,0.004880,3234729.446056,0.000000,3123367.199325,3125613.409752,-232966.851904,3046376.959391
4617,0.912642,1.227514,-0.003865,0.010008,0.008668,2933303.969743,0.000000,3123367.199325,3125613.409752,514092.624929,3046376.959391
4618,0.912706,1.239516,-0.001039,0.007285,0.003269,3198727.048620,0.000000,3123367.199325,3125613.409752,1180573.207918,3046376.959391
4619,0.912724,1.277903,-0.002009,0.010739,0.008919,3006039.769967,0.000000,3123367.199325,3125613.409752,1533976.566852,3046376.959391
4620,0.912743,1.244292,0.003537,0.009222,0.006840,3218291.497061,0.000000,3123367.199325,3125613.409752,-742711.211224,3046376.959391
4621,0.912782,1.221882,0.000886,0.013822,0.013933,2848196.945345,0.000000,3123367.199325,3125613.409752,612754.764656,3046376.959391
4622,0.912805,1.211896,-0.001764,0.010103,0.008746,2976783.211668,0.000000,3123367.199325,3125613.409752,-98678.357871,3046376.959391
4623,0.912827,1.236807,-0.003663,0.008351,0.008547,3020537.376731,0.000000,3123367.199325,3125613.409752,1487481.592993,3046376.959391
4624,0.912856,1.224299,0.000696,0.008804,0.006547,3138868.752495,0.000000,3123367.199325,3125613.409752,1776363.643028,3046376.959391
4625,0.912861,1.238381,-0.002350,0.009870,0.011282,2967146.306976,0.000000,3123367.199325,3125613.409752,1943231.919080,3046376.959391
4626,0.912911,1.195047,-0.000646,0.007022,0.006959,3140273.927142,0.000000,3123367.199325,3125613.409752,18991.422369,3046376.959391
4627,0.912941,1.179506,-0.000685,0.008717,0.007756,3046294.732950,0.000000,3123367.199325,3125613.409752,-2834.929621,3046376.959391
4628,0.912985,1.254554,-0.002852,0.005853,0.007170,3177929.231272,0.000000,3123367.199325,3125613.409752,-1413673.890144,3046376.959391
4629,0.913017,1.238708,-0.000286,0.006642,0.007224,3203718.308924,0.000000,3123367.199325,3125613.409752,680667.931620,3046376.959391
4630,0.913062,1.207523,0.001243,0.006301,0.008415,3218977.162937,0.000000,3123367.199325,3125613.409752,-2324222.151196,3046376.959391
4631,0.913080,1.256035,-0.000092,0.008964,0.003793,3168748.607776,0.000000,3123367.199325,3125613.409752,1394901.056230,3046376.959391
4632,0.913084,1.240228,-0.000352,0.003036,0.007067,3344384.925510,0.000000,3123367.199325,3125613.409752,518041.142034,3046376.959391
4633,0.913156,1.236851,-0.003001,0.006027,0.008151,3139817.402267,0.000000,3123367.199325,3125613.409752,-326840.362139,3046376.959391
4634,0.913209,1.248120,0.001418,0.009676,0.010092,3109438.853220,0.000000,3123367.199325,3125613.409752,-885737.334255,3046376.959391
